Pressure,Flow_Rate,Temperature,Vibration,RPM,Operational_Hours,Zone,Block,Pipe,Location_Code,Latitude,Longitude,Leakage_Flag
0.49289642129035366,-0.40965161144868245,-0.6899654099298197,-0.15942237469931222,0.37287437389954164,-0.8073973452219679,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,-0.35703929908290305,-0.2279819767260013,-0.26279528938377233
-0.14438889366228233,-0.43900266427503665,-0.3164733851978765,-0.049012387122646175,0.3068068248907404,-1.2458989104929732,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,-1.5590913524436618,-1.811754038106115,-0.26279528938377233
0.6444192925276133,-1.7675003290070719,-0.6087437128240897,0.04762564091693245,-0.933783880383938,1.2537514969514385,Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,1.5878518853658483,0.8115386395874914,-0.26279528938377233
1.5229407038514164,-0.3169403876619057,0.09999804619621927,0.9273451455204027,0.6081062961236888,1.3184735620438401,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,0.23934916304019066,0.4376129761019781,-0.26279528938377233
-0.24062632980943682,0.7351049079503551,1.1882058847387245,-0.7612686826349759,-1.4967617837889036,-0.7985890168366115,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,-1.4063982089868146,-1.7358217717852797,-0.26279528938377233
-0.2406098523899198,-1.2514234644370426,-0.7826360917927785,-0.8600785824397458,-0.6466463585284808,0.5869993352598925,Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,0.21197361201052473,0.7710810681559389,-0.26279528938377233
1.5793277742295937,1.04752924799426,0.9915863402571627,1.2161686925099104,-2.014424151310796,1.1227754835691819,Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,1.5886819461551562,1.0573711364613303,-0.26279528938377233
0.7646005184833008,0.49255762463316444,-0.7932801639822645,-0.477614120901747,1.6038002789076287,0.8600575152059421,Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,0.15419543251722645,0.56713619986751,-0.26279528938377233
-0.47680225634234674,-0.7169490144175791,-0.8593231435771381,-1.2754227462522483,-0.2168232946867244,1.518384319311495,Zone_4,Block_4,Pipe_1,Zone_4_Block_4_Pipe_1,-0.47504541430815644,-0.5224153817724386,-0.26279528938377233
0.5389088688336663,-0.13030886342703296,0.8091177713303485,-0.5000267859367633,2.2224031252603216,-0.8116100240149645,Zone_2,Block_1,Pipe_5,Zone_2_Block_1_Pipe_5,1.6662042717868388,1.168472380346742,-0.26279528938377233
-0.4707235594059173,1.591743387716292,0.9125971621601359,-0.34544984385750854,0.8352710358659885,-0.7740788856773588,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,-1.3933463949501521,-1.8111244734332266,-0.26279528938377233
-0.4730440198223543,0.7358162867971995,0.84197679338452,1.533484732961314,0.47438395538436817,-0.023456118925244997,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,-1.3435863351688753,-1.8567141748847575,-0.26279528938377233
0.23721903266050234,0.01846667946128661,-1.32811685112793,0.9053809799342224,-0.5775339112051746,-1.2367076113082536,Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,-0.5153987050986647,-0.2844628955564599,-0.26279528938377233
-1.925853425474327,-0.22547886252586252,-0.47713859049086466,1.1273569925662468,-1.0454820774176192,-0.9322458258144114,Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,0.31955500648433466,0.35139844511489393,-0.26279528938377233
-1.7368066974188432,0.08559822099360041,0.8135175969105086,0.8008666546314421,0.5505307724646527,-1.5147444116460262,Zone_5,Block_5,Pipe_5,Zone_5_Block_5_Pipe_5,0.09794663891689749,0.6610146365058509,-0.26279528938377233
-0.5699525874660691,-0.4967551817414463,0.031030110075869283,0.926729348423238,-0.054065904223086304,-0.9073527238557954,Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,-1.4461574490728386,-1.6620475060793836,-0.26279528938377233
-1.0221329921060598,-2.0734444130693936,-1.0856898528227923,-0.702324265375182,-1.3433843860924783,-1.135603320276336,Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,-0.5705685548944532,-0.2906932304091787,-0.26279528938377233
0.30976670350029994,2.0310587116640066,0.4483612735050476,-0.21442331142256524,-1.5239929302480604,-0.3949377943076687,Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,0.19412265276098306,0.8463419204731875,-0.26279528938377233
-0.9169451859323163,0.16350886255560557,-0.7263262996738259,-1.0031837657774265,-0.956345070296605,-0.7273564481550334,Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,1.678809178185495,1.0703450632342708,-0.26279528938377233
-1.4230568469569593,0.4038469850242946,1.7863477510191048,-0.22627084386823484,1.8706029144810739,-0.026519885320151582,Zone_4,Block_1,Pipe_4,Zone_4_Block_1_Pipe_4,-0.6263076140368977,-0.21823552591806236,-0.26279528938377233
